,reportDate,ZCTA5CE10,cases,total_tested,pop
0,2021-07-14T00:00:00,60002,2055,23552,24058
1,2021-07-14T00:00:00,60004,4131,82628,50639
2,2021-07-14T00:00:00,60005,2636,47487,30079
3,2021-07-14T00:00:00,60007,3203,43331,33161
4,2021-07-14T00:00:00,60008,2618,36478,21663
5,2021-07-14T00:00:00,60010,3442,59612,46455
6,2021-07-14T00:00:00,60012,1042,17718,10647
7,2021-07-14T00:00:00,60013,2135,28944,26454
8,2021-07-14T00:00:00,60014,4489,54632,48063
9,2021-07-14T00:00:00,60015,1982,129487,27529
10,2021-07-14T00:00:00,60016,6757,98956,59291
11,2021-07-14T00:00:00,60018,3709,58714,30037
12,2021-07-14T00:00:00,60020,948,13468,10422
13,2021-07-14T00:00:00,60021,408,6086,5276
14,2021-07-14T00:00:00,60022,505,14648,8471
15,2021-07-14T00:00:00,60025,3442,69745,40935
16,2021-07-14T00:00:00,60026,1099,30746,14021
17,2021-07-14T00:00:00,60029,52,829,476
18,2021-07-14T00:00:00,60030,2819,44868,36125
19,2021-07-14T00:00:00,60031,3312,55008,37545
20,2021-07-14T00:00:00,60033,1599,15834,13703
21,2021-07-14T00:00:00,60034,182,2525,2088
22,2021-07-14T00:00:00,60035,1893,73217,29636
23,2021-07-14T00:00:00,60040,675,14849,5310
24,2021-07-14T00:00:00,60041,831,10821,8659
25,2021-07-14T00:00:00,60042,744,9329,8556
26,2021-07-14T00:00:00,60043,176,4242,2460
27,2021-07-14T00:00:00,60044,769,26508,9990
28,2021-07-14T00:00:00,60045,1418,55346,21134
29,2021-07-14T00:00:00,60046,3120,43316,34596
30,2021-07-14T00:00:00,60047,3601,70512,42608
31,2021-07-14T00:00:00,60048,2075,55892,29033
32,2021-07-14T00:00:00,60050,3150,43241,32565
33,2021-07-14T00:00:00,60051,2325,25263,22808
34,2021-07-14T00:00:00,60053,2422,48260,23089
35,2021-07-14T00:00:00,60056,5194,71515,54524
36,2021-07-14T00:00:00,60060,3711,47555,37544
37,2021-07-14T00:00:00,60061,1905,44028,26967
38,2021-07-14T00:00:00,60062,3329,107921,40686
39,2021-07-14T00:00:00,60064,3115,22663,15490
40,2021-07-14T00:00:00,60067,3539,67346,37840
41,2021-07-14T00:00:00,60068,3642,72183,37433
42,2021-07-14T00:00:00,60069,661,28469,8225
43,2021-07-14T00:00:00,60070,1572,27704,15908
44,2021-07-14T00:00:00,60071,332,3944,3737
45,2021-07-14T00:00:00,60072,63,1004,1051
46,2021-07-14T00:00:00,60073,7428,77819,61592
47,2021-07-14T00:00:00,60074,3758,46793,39217
48,2021-07-14T00:00:00,60076,3395,62851,31788
49,2021-07-14T00:00:00,60077,2785,61258,27626
50,2021-07-14T00:00:00,60081,881,9379,9379
51,2021-07-14T00:00:00,60083,890,13047,10094
52,2021-07-14T00:00:00,60084,1560,24057,16613
53,2021-07-14T00:00:00,60085,9916,120729,70700
54,2021-07-14T00:00:00,60087,3695,36250,26429
55,2021-07-14T00:00:00,60088,804,9395,12816
56,2021-07-14T00:00:00,60089,3032,63867,41014
57,2021-07-14T00:00:00,60090,4409,81168,38553
58,2021-07-14T00:00:00,60091,1792,43492,27165
59,2021-07-14T00:00:00,60093,1662,34066,19409
60,2021-07-14T00:00:00,60096,608,6469,6733
61,2021-07-14T00:00:00,60097,936,11695,10728
62,2021-07-14T00:00:00,60098,3432,52936,32972
63,2021-07-14T00:00:00,60099,3647,54372,30145
64,2021-07-14T00:00:00,60101,5219,47821,38856
65,2021-07-14T00:00:00,60102,2992,37350,32663
66,2021-07-14T00:00:00,60103,4454,61236,41755
67,2021-07-14T00:00:00,60104,2560,29283,18904
68,2021-07-14T00:00:00,60106,2524,31774,20341
69,2021-07-14T00:00:00,60107,4834,59098,39894
70,2021-07-14T00:00:00,60108,2751,46432,22494
71,2021-07-14T00:00:00,60109,65,1008,614
72,2021-07-14T00:00:00,60110,4856,41913,38984
73,2021-07-14T00:00:00,60111,26,322,163
74,2021-07-14T00:00:00,60112,472,5640,4422
75,2021-07-14T00:00:00,60113,45,579,307
76,2021-07-14T00:00:00,60115,4474,85953,45268
77,2021-07-14T00:00:00,60118,1493,18693,16050
78,2021-07-14T00:00:00,60119,996,12447,10119
79,2021-07-14T00:00:00,60120,6683,62928,50573
80,2021-07-14T00:00:00,60123,5918,77089,48948
81,2021-07-14T00:00:00,60124,2429,29617,22074
82,2021-07-14T00:00:00,60126,4852,88071,49027
83,2021-07-14T00:00:00,60129,23,234,286
84,2021-07-14T00:00:00,60130,1272,35151,13927
85,2021-07-14T00:00:00,60131,2615,33031,17834
86,2021-07-14T00:00:00,60133,4989,51467,38113
87,2021-07-14T00:00:00,60134,2703,42729,29458
88,2021-07-14T00:00:00,60135,809,7954,7058
89,2021-07-14T00:00:00,60136,920,10378,7823
90,2021-07-14T00:00:00,60137,3510,54637,37760
91,2021-07-14T00:00:00,60139,4126,41746,34160
92,2021-07-14T00:00:00,60140,2090,24652,18568
93,2021-07-14T00:00:00,60141,80,4019,302
94,2021-07-14T00:00:00,60142,2497,38303,28647
95,2021-07-14T00:00:00,60143,1238,18197,11222
96,2021-07-14T00:00:00,60144,11,200,56
97,2021-07-14T00:00:00,60145,222,2182,2756
98,2021-07-14T00:00:00,60146,270,2875,2390
99,2021-07-14T00:00:00,60148,4848,83767,52588
100,2021-07-14T00:00:00,60150,125,1800,1934
101,2021-07-14T00:00:00,60151,354,4120,4075
102,2021-07-14T00:00:00,60152,1195,13589,12186
103,2021-07-14T00:00:00,60153,2784,32080,23578
104,2021-07-14T00:00:00,60154,1776,26200,16440
105,2021-07-14T00:00:00,60155,921,11650,7755
106,2021-07-14T00:00:00,60156,2741,31600,28809
107,2021-07-14T00:00:00,60157,240,2981,2970
108,2021-07-14T00:00:00,60160,3736,33141,25666
109,2021-07-14T00:00:00,60162,1549,22694,8176
110,2021-07-14T00:00:00,60163,680,7393,5103
111,2021-07-14T00:00:00,60164,3244,42271,21228
112,2021-07-14T00:00:00,60165,735,4912,4894
113,2021-07-14T00:00:00,60169,3274,45286,33373
114,2021-07-14T00:00:00,60171,1285,13258,10076
115,2021-07-14T00:00:00,60172,2574,31679,24371
116,2021-07-14T00:00:00,60173,1055,17047,12610
117,2021-07-14T00:00:00,60174,3288,50206,31219
118,2021-07-14T00:00:00,60175,2745,44446,26298
119,2021-07-14T00:00:00,60176,1553,13905,11621
120,2021-07-14T00:00:00,60177,2909,44535,23310
121,2021-07-14T00:00:00,60178,2054,26587,22374
122,2021-07-14T00:00:00,60180,132,1523,1813
123,2021-07-14T00:00:00,60181,3124,40691,28755
124,2021-07-14T00:00:00,60184,258,2909,2428
125,2021-07-14T00:00:00,60185,4715,54987,36100
126,2021-07-14T00:00:00,60187,2511,66414,29976
127,2021-07-14T00:00:00,60188,4796,56503,42214
128,2021-07-14T00:00:00,60189,2510,41550,29999
129,2021-07-14T00:00:00,60190,1198,15921,11375
130,2021-07-14T00:00:00,60191,1784,19999,14021
131,2021-07-14T00:00:00,60192,1155,19258,15467
132,2021-07-14T00:00:00,60193,3419,55762,39646
133,2021-07-14T00:00:00,60194,1668,32959,19525
134,2021-07-14T00:00:00,60195,359,5358,5020
135,2021-07-14T00:00:00,60201,2783,166786,41884
136,2021-07-14T00:00:00,60202,2198,67683,32703
137,2021-07-14T00:00:00,60203,290,7369,4397
138,2021-07-14T00:00:00,60301,218,5498,2831
139,2021-07-14T00:00:00,60302,2117,60522,31620
140,2021-07-14T00:00:00,60304,1047,28393,17782
141,2021-07-14T00:00:00,60305,837,18089,10970
142,2021-07-14T00:00:00,60401,892,20235,7990
143,2021-07-14T00:00:00,60402,8925,89232,62960
144,2021-07-14T00:00:00,60403,1944,79593,18653
145,2021-07-14T00:00:00,60404,2180,27609,19028
146,2021-07-14T00:00:00,60406,3246,35736,25338
147,2021-07-14T00:00:00,60407,154,2015,1597
148,2021-07-14T00:00:00,60408,638,7281,5528
149,2021-07-14T00:00:00,60409,4001,49682,36658
150,2021-07-14T00:00:00,60410,1495,16248,12965
151,2021-07-14T00:00:00,60411,6319,98972,57603
152,2021-07-14T00:00:00,60415,1369,21170,14123
153,2021-07-14T00:00:00,60416,1134,12393,9083
154,2021-07-14T00:00:00,60417,1614,36112,15073
155,2021-07-14T00:00:00,60419,2298,50491,22436
156,2021-07-14T00:00:00,60420,604,13668,4846
157,2021-07-14T00:00:00,60421,333,4188,3810
158,2021-07-14T00:00:00,60422,832,14848,9941
159,2021-07-14T00:00:00,60423,3680,40684,31418
160,2021-07-14T00:00:00,60424,218,2704,2326
161,2021-07-14T00:00:00,60425,968,17127,8842
162,2021-07-14T00:00:00,60426,2979,39396,28683
163,2021-07-14T00:00:00,60428,1215,17086,12180
164,2021-07-14T00:00:00,60429,1552,27428,15108
165,2021-07-14T00:00:00,60430,1796,35906,19691
166,2021-07-14T00:00:00,60431,3350,37473,24202
167,2021-07-14T00:00:00,60432,2747,23265,20062
168,2021-07-14T00:00:00,60433,2054,24638,16398
169,2021-07-14T00:00:00,60435,5806,80929,49390
170,2021-07-14T00:00:00,60436,2232,34504,17903
171,2021-07-14T00:00:00,60437,19,275,164
172,2021-07-14T00:00:00,60438,3536,40332,28633
173,2021-07-14T00:00:00,60439,2604,44264,23435
174,2021-07-14T00:00:00,60440,6143,90989,52273
175,2021-07-14T00:00:00,60441,3826,41780,35583
176,2021-07-14T00:00:00,60442,1281,13370,10679
177,2021-07-14T00:00:00,60443,2179,32183,21554
178,2021-07-14T00:00:00,60444,174,2018,1861
179,2021-07-14T00:00:00,60445,2056,31822,25810
180,2021-07-14T00:00:00,60446,4993,58400,40118
181,2021-07-14T00:00:00,60447,1660,19581,13856
182,2021-07-14T00:00:00,60448,2676,30549,26220
183,2021-07-14T00:00:00,60449,841,10682,9362
184,2021-07-14T00:00:00,60450,2431,30796,20906
185,2021-07-14T00:00:00,60451,3704,42832,35622
186,2021-07-14T00:00:00,60452,3128,33316,28008
187,2021-07-14T00:00:00,60453,6243,88661,55966
188,2021-07-14T00:00:00,60455,1965,28202,16144
189,2021-07-14T00:00:00,60456,431,5746,4272
190,2021-07-14T00:00:00,60457,1399,17618,13816
191,2021-07-14T00:00:00,60458,1543,19113,15197
192,2021-07-14T00:00:00,60459,3428,35377,28709
193,2021-07-14T00:00:00,60460,177,2876,1397
194,2021-07-14T00:00:00,60461,383,6453,4716
195,2021-07-14T00:00:00,60462,4225,55660,39784
196,2021-07-14T00:00:00,60463,1670,31788,14798
197,2021-07-14T00:00:00,60464,946,14645,9662
198,2021-07-14T00:00:00,60465,1939,23931,17345
199,2021-07-14T00:00:00,60466,2350,41079,21909
200,2021-07-14T00:00:00,60467,2613,36590,26861
201,2021-07-14T00:00:00,60468,724,6808,6005
202,2021-07-14T00:00:00,60469,833,7128,5795
203,2021-07-14T00:00:00,60470,45,882,542
204,2021-07-14T00:00:00,60471,1309,29522,13917
205,2021-07-14T00:00:00,60472,445,14888,4904
206,2021-07-14T00:00:00,60473,2623,54530,22088
207,2021-07-14T00:00:00,60474,95,1047,824
208,2021-07-14T00:00:00,60475,943,10647,9664
209,2021-07-14T00:00:00,60476,269,3080,2550
210,2021-07-14T00:00:00,60477,4021,47916,37542
211,2021-07-14T00:00:00,60478,1749,31571,16769
212,2021-07-14T00:00:00,60479,57,870,925
213,2021-07-14T00:00:00,60480,554,7249,5151
214,2021-07-14T00:00:00,60481,1320,19882,11809
215,2021-07-14T00:00:00,60482,1015,11164,10849
216,2021-07-14T00:00:00,60484,652,9270,6423
217,2021-07-14T00:00:00,60487,2846,31422,26736
218,2021-07-14T00:00:00,60490,2034,30145,22158
219,2021-07-14T00:00:00,60491,2472,31696,22735
220,2021-07-14T00:00:00,60501,1490,12246,11874
221,2021-07-14T00:00:00,60502,1789,27469,21911
222,2021-07-14T00:00:00,60503,1385,21079,17207
223,2021-07-14T00:00:00,60504,3662,49225,39070
224,2021-07-14T00:00:00,60505,9122,81108,74726
225,2021-07-14T00:00:00,60506,6862,91372,55542
226,2021-07-14T00:00:00,60510,2440,37670,29332
227,2021-07-14T00:00:00,60511,131,1748,1805
228,2021-07-14T00:00:00,60512,100,1283,1010
229,2021-07-14T00:00:00,60513,1936,29374,18753
230,2021-07-14T00:00:00,60514,968,13910,9943
231,2021-07-14T00:00:00,60515,2431,40588,28290
232,2021-07-14T00:00:00,60516,2382,41140,29208
233,2021-07-14T00:00:00,60517,3076,46486,32390
234,2021-07-14T00:00:00,60518,290,3851,3715
235,2021-07-14T00:00:00,60519,16,161,24
236,2021-07-14T00:00:00,60520,248,3368,2855
237,2021-07-14T00:00:00,60521,1823,31172,18415
238,2021-07-14T00:00:00,60523,991,19419,10081
239,2021-07-14T00:00:00,60525,3394,65057,30474
240,2021-07-14T00:00:00,60526,1244,32171,13451
241,2021-07-14T00:00:00,60527,2967,54589,28534
242,2021-07-14T00:00:00,60530,45,865,483
243,2021-07-14T00:00:00,60531,180,2001,1792
244,2021-07-14T00:00:00,60532,2140,43627,27956
245,2021-07-14T00:00:00,60534,1329,13483,10452
246,2021-07-14T00:00:00,60536,16,183,139
247,2021-07-14T00:00:00,60537,50,546,573
248,2021-07-14T00:00:00,60538,3278,35799,29343
249,2021-07-14T00:00:00,60539,34,454,223
250,2021-07-14T00:00:00,60540,3205,73410,45187
251,2021-07-14T00:00:00,60541,304,3071,3667
252,2021-07-14T00:00:00,60542,1816,27692,18191
253,2021-07-14T00:00:00,60543,3776,51147,40293
254,2021-07-14T00:00:00,60544,2896,45180,27426
255,2021-07-14T00:00:00,60545,1665,16481,13699
256,2021-07-14T00:00:00,60546,1613,33728,15405
257,2021-07-14T00:00:00,60548,1357,15873,12054
258,2021-07-14T00:00:00,60549,59,812,190
259,2021-07-14T00:00:00,60550,132,2167,1553
260,2021-07-14T00:00:00,60551,780,35145,5284
261,2021-07-14T00:00:00,60552,430,4503,4348
262,2021-07-14T00:00:00,60553,54,450,688
263,2021-07-14T00:00:00,60554,1060,14194,12194
264,2021-07-14T00:00:00,60555,1486,17589,13273
265,2021-07-14T00:00:00,60556,134,1813,2124
266,2021-07-14T00:00:00,60558,1332,19528,13272
267,2021-07-14T00:00:00,60559,2358,44994,24384
268,2021-07-14T00:00:00,60560,2703,35656,25140
269,2021-07-14T00:00:00,60561,2003,28675,22955
270,2021-07-14T00:00:00,60563,3405,76346,37705
271,2021-07-14T00:00:00,60564,3523,60894,42425
272,2021-07-14T00:00:00,60565,2895,51354,40560
273,2021-07-14T00:00:00,60585,2388,33692,23875
274,2021-07-14T00:00:00,60586,5467,61540,47495
275,2021-07-14T00:00:00,60601,1109,33394,15083
276,2021-07-14T00:00:00,60602,111,3688,1145
277,2021-07-14T00:00:00,60603,83,3200,1052
278,2021-07-14T00:00:00,60604,117,5603,823
279,2021-07-14T00:00:00,60605,1990,53784,29060
280,2021-07-14T00:00:00,60606,325,11208,3287
281,2021-07-14T00:00:00,60607,2736,76359,29293
282,2021-07-14T00:00:00,60608,8220,125492,80059
283,2021-07-14T00:00:00,60609,7445,90852,60939
284,2021-07-14T00:00:00,60610,3630,85858,40548
285,2021-07-14T00:00:00,60611,2349,64876,33224
286,2021-07-14T00:00:00,60612,3657,98204,33735
287,2021-07-14T00:00:00,60613,3944,105203,50761
288,2021-07-14T00:00:00,60614,6000,162098,71954
289,2021-07-14T00:00:00,60615,2509,94248,40590
290,2021-07-14T00:00:00,60616,3886,96733,54197
291,2021-07-14T00:00:00,60617,8381,105650,83553
292,2021-07-14T00:00:00,60618,8665,148562,94907
293,2021-07-14T00:00:00,60619,5051,89847,61207
294,2021-07-14T00:00:00,60620,5800,101013,67711
295,2021-07-14T00:00:00,60621,2439,39258,28018
296,2021-07-14T00:00:00,60622,5290,113765,53294
297,2021-07-14T00:00:00,60623,11242,115963,81283
298,2021-07-14T00:00:00,60624,3533,63369,34892
299,2021-07-14T00:00:00,60625,7245,130047,79444
300,2021-07-14T00:00:00,60626,4487,149175,50544
301,2021-07-14T00:00:00,60628,5667,90819,64254
302,2021-07-14T00:00:00,60629,17549,139257,110029
303,2021-07-14T00:00:00,60630,5927,80044,56433
304,2021-07-14T00:00:00,60631,3300,57353,29529
305,2021-07-14T00:00:00,60632,13545,108942,89857
306,2021-07-14T00:00:00,60633,1902,29588,12689
307,2021-07-14T00:00:00,60634,10626,120737,75082
308,2021-07-14T00:00:00,60636,3495,43923,30024
309,2021-07-14T00:00:00,60637,3744,160896,47300
310,2021-07-14T00:00:00,60638,8117,76330,58669
311,2021-07-14T00:00:00,60639,14739,132906,88204
312,2021-07-14T00:00:00,60640,4980,138785,69363
313,2021-07-14T00:00:00,60641,9201,120907,69880
314,2021-07-14T00:00:00,60642,2102,39601,19716
315,2021-07-14T00:00:00,60643,4645,100347,48887
316,2021-07-14T00:00:00,60644,4709,117448,46591
317,2021-07-14T00:00:00,60645,4942,85277,47270
318,2021-07-14T00:00:00,60646,2833,48656,28569
319,2021-07-14T00:00:00,60647,9048,166641,87633
320,2021-07-14T00:00:00,60649,3709,76187,46633
321,2021-07-14T00:00:00,60651,8089,93500,63492
322,2021-07-14T00:00:00,60652,5519,58992,43447
323,2021-07-14T00:00:00,60653,2832,59922,33154
324,2021-07-14T00:00:00,60654,2123,43611,20022
325,2021-07-14T00:00:00,60655,3527,42796,28569
326,2021-07-14T00:00:00,60656,3277,38767,28218
327,2021-07-14T00:00:00,60657,5567,134772,70958
328,2021-07-14T00:00:00,60659,4243,59198,42735
329,2021-07-14T00:00:00,60660,2958,91819,44498
330,2021-07-14T00:00:00,60661,874,20119,10354
331,2021-07-14T00:00:00,60706,3159,39580,23114
332,2021-07-14T00:00:00,60707,5659,77597,43093
333,2021-07-14T00:00:00,60712,2290,31393,12434
334,2021-07-14T00:00:00,60714,3937,81991,29520
335,2021-07-14T00:00:00,60803,2404,24927,22405
336,2021-07-14T00:00:00,60804,13551,113209,82383
337,2021-07-14T00:00:00,60805,2201,36482,19479
338,2021-07-14T00:00:00,60827,2138,30206,28483
339,2021-07-14T00:00:00,60901,5287,108175,35407
340,2021-07-14T00:00:00,60910,46,1218,575
341,2021-07-14T00:00:00,60911,171,2858,1311
342,2021-07-14T00:00:00,60912,47,529,502
343,2021-07-14T00:00:00,60913,187,2301,1413
344,2021-07-14T00:00:00,60914,3804,53795,29797
345,2021-07-14T00:00:00,60915,1344,21524,10278
346,2021-07-14T00:00:00,60917,60,814,538
347,2021-07-14T00:00:00,60918,76,1370,717
348,2021-07-14T00:00:00,60919,40,754,482
349,2021-07-14T00:00:00,60920,17,463,169
350,2021-07-14T00:00:00,60921,152,2561,1512
351,2021-07-14T00:00:00,60922,273,3663,2576
352,2021-07-14T00:00:00,60924,195,2192,1515
353,2021-07-14T00:00:00,60926,6,122,42
354,2021-07-14T00:00:00,60927,281,7056,2053
355,2021-07-14T00:00:00,60928,79,923,675
356,2021-07-14T00:00:00,60929,84,1402,707
357,2021-07-14T00:00:00,60930,101,7495,985
358,2021-07-14T00:00:00,60931,66,848,591
359,2021-07-14T00:00:00,60932,15,139,61
360,2021-07-14T00:00:00,60933,33,498,272
361,2021-07-14T00:00:00,60934,35,537,233
362,2021-07-14T00:00:00,60935,142,1270,1229
363,2021-07-14T00:00:00,60936,627,10529,4074
364,2021-07-14T00:00:00,60938,300,5070,1975
365,2021-07-14T00:00:00,60940,300,3537,3170
366,2021-07-14T00:00:00,60941,232,3036,2200
367,2021-07-14T00:00:00,60942,757,10682,5898
368,2021-07-14T00:00:00,60945,15,184,179
369,2021-07-14T00:00:00,60946,36,699,404
370,2021-07-14T00:00:00,60948,175,2667,1570
371,2021-07-14T00:00:00,60949,57,1381,488
372,2021-07-14T00:00:00,60950,1483,34992,11592
373,2021-07-14T00:00:00,60951,77,1315,803
374,2021-07-14T00:00:00,60952,79,1134,657
375,2021-07-14T00:00:00,60953,223,2832,2425
376,2021-07-14T00:00:00,60954,775,12552,5820
377,2021-07-14T00:00:00,60955,281,4577,1655
378,2021-07-14T00:00:00,60957,790,12808,5311
379,2021-07-14T00:00:00,60958,177,2745,1709
380,2021-07-14T00:00:00,60959,137,1886,1081
381,2021-07-14T00:00:00,60960,81,1287,1036
382,2021-07-14T00:00:00,60961,67,1103,786
383,2021-07-14T00:00:00,60962,54,859,539
384,2021-07-14T00:00:00,60963,202,2692,1715
385,2021-07-14T00:00:00,60964,561,7684,4857
386,2021-07-14T00:00:00,60966,121,2076,1541
387,2021-07-14T00:00:00,60968,40,539,474
388,2021-07-14T00:00:00,60969,13,137,78
389,2021-07-14T00:00:00,60970,702,10026,6753
390,2021-07-14T00:00:00,60973,56,626,345
391,2021-07-14T00:00:00,60974,17,342,211
392,2021-07-14T00:00:00,61001,95,926,1074
393,2021-07-14T00:00:00,61006,173,1524,1841
394,2021-07-14T00:00:00,61007,49,568,502
395,2021-07-14T00:00:00,61008,4618,46616,33935
396,2021-07-14T00:00:00,61010,1048,12241,7650
397,2021-07-14T00:00:00,61011,312,3533,2497
398,2021-07-14T00:00:00,61012,235,2367,2496
399,2021-07-14T00:00:00,61013,77,703,456
400,2021-07-14T00:00:00,61014,85,1039,989
401,2021-07-14T00:00:00,61015,93,907,1049
402,2021-07-14T00:00:00,61016,575,5582,4627
403,2021-07-14T00:00:00,61018,112,1019,962
404,2021-07-14T00:00:00,61019,348,3571,3309
405,2021-07-14T00:00:00,61020,372,3426,3040
406,2021-07-14T00:00:00,61021,2937,94328,22848
407,2021-07-14T00:00:00,61024,288,3005,2465
408,2021-07-14T00:00:00,61025,308,2585,4654
409,2021-07-14T00:00:00,61028,131,1612,1986
410,2021-07-14T00:00:00,61030,248,3395,2249
411,2021-07-14T00:00:00,61031,212,2310,1569
412,2021-07-14T00:00:00,61032,3195,48225,29702
413,2021-07-14T00:00:00,61036,502,10087,6414
414,2021-07-14T00:00:00,61037,22,172,64
415,2021-07-14T00:00:00,61038,135,1155,1280
416,2021-07-14T00:00:00,61039,95,908,953
417,2021-07-14T00:00:00,61041,108,1226,1162
418,2021-07-14T00:00:00,61042,59,640,625
419,2021-07-14T00:00:00,61043,18,132,121
420,2021-07-14T00:00:00,61044,23,139,272
421,2021-07-14T00:00:00,61046,275,2890,2330
422,2021-07-14T00:00:00,61047,171,2128,1669
423,2021-07-14T00:00:00,61048,479,6699,3807
424,2021-07-14T00:00:00,61049,35,383,543
425,2021-07-14T00:00:00,61050,29,311,455
426,2021-07-14T00:00:00,61051,159,1409,1634
427,2021-07-14T00:00:00,61052,124,981,846
428,2021-07-14T00:00:00,61053,243,5078,2681
429,2021-07-14T00:00:00,61054,384,9799,3657
430,2021-07-14T00:00:00,61059,24,116,202
431,2021-07-14T00:00:00,61060,130,1333,1357
432,2021-07-14T00:00:00,61061,783,8898,6434
433,2021-07-14T00:00:00,61062,204,1507,1842
434,2021-07-14T00:00:00,61063,421,4591,4503
435,2021-07-14T00:00:00,61064,435,5903,3916
436,2021-07-14T00:00:00,61065,1260,12831,10700
437,2021-07-14T00:00:00,61067,76,671,733
